recipe_id,recipe_name,servings,prep_time,difficulty_level,seasonality,ingredient_name,quantity,unit,necessity_level,substitution
57,فروج مسحب,4,طويل,محترف,مدار السنة,ثوم,20,غرام,إلزامي,
58,دجاج بالفرن,4,متوسط,متوسط,مدار السنة,دجاج,1000,غرام,إلزامي,
58,دجاج بالفرن,4,متوسط,متوسط,مدار السنة,بطاطا,1000,غرام,اختياري,
58,دجاج بالفرن,4,متوسط,متوسط,مدار السنة,بصل,300,غرام,اختياري,
58,دجاج بالفرن,4,متوسط,متوسط,مدار السنة,ثوم,20,غرام,إلزامي,
58,دجاج بالفرن,4,متوسط,متوسط,مدار السنة,بهارات,16,غرام,إلزامي,
59,لحمة بالصينية,4,قليل,مبتدئ,مدار السنة,لحم ناعم,1000,غرام,إلزامي,دجاج
59,لحمة بالصينية,4,قليل,مبتدئ,مدار السنة,بصل,300,غرام,اختياري,
59,لحمة بالصينية,4,قليل,مبتدئ,مدار السنة,بندورة,500,غرام,اختياري,
60,باطرش,4,قليل,مبتدئ,الصيف,لحم ناعم,500,غرام,إلزامي,
60,باطرش,4,قليل,مبتدئ,الصيف,بيتنجان,500,غرام,إلزامي,
60,باطرش,4,قليل,مبتدئ,الصيف,معجون بندورة,45,غرام,إلزامي,
60,باطرش,4,قليل,مبتدئ,الصيف,لبن غنم,45,غرام,إلزامي,
60,باطرش,4,قليل,مبتدئ,الصيف,ثوم,10,غرام,اختياري,
60,باطرش,4,قليل,مبتدئ,الصيف,مكسرات,50,غرام,اختياري,
61,سلق ملفوف,4,طويل,متوسط,الشتاء,سلق,1500,غرام,إلزامي,
61,سلق ملفوف,4,طويل,متوسط,الشتاء,رز,400,غرام,إلزامي,
61,سلق ملفوف,4,طويل,متوسط,الشتاء,لحم مفروم,400,غرام,إلزامي,
61,سلق ملفوف,4,طويل,متوسط,الشتاء,معجون بندورة,45,غرام,اختياري,
61,سلق ملفوف,4,طويل,متوسط,الشتاء,ثوم,40,غرام,اختياري,
62,دجاج بمرقة,4,متوسط,متوسط,مدار السنة,دجاج,1000,غرام,إلزامي,
62,دجاج بمرقة,4,متوسط,متوسط,مدار السنة,بصل,150,غرام,اختياري,
62,دجاج بمرقة,4,متوسط,متوسط,مدار السنة,جزر,200,غرام,اختياري,
62,دجاج بمرقة,4,متوسط,متوسط,مدار السنة,بطاطا,400,غرام,إلزامي,
62,دجاج بمرقة,4,متوسط,متوسط,مدار السنة,بهارات,16,غرام,إلزامي,
62,دجاج بمرقة,4,متوسط,متوسط,مدار السنة,رز,400,غرام,إلزامي,
62,دجاج بمرقة,4,متوسط,متوسط,مدار السنة,شعيرية,50,غرام,إلزامي,
63,لوبية,4,قليل,متوسط,الصيف,لوبية,1000,غرام,إلزامي,
63,لوبية,4,قليل,متوسط,الصيف,لحم ناعم,250,غرام,اختياري,
63,لوبية,4,قليل,متوسط,الصيف,بصل,300,غرام,اختياري,
64,محشي لفت,4,طويل,متوسط,الخريف,لفت,1000,غرام,إلزامي,
64,محشي لفت,4,طويل,متوسط,الخريف,لحم مفروم,400,غرام,إلزامي,
64,محشي لفت,4,طويل,متوسط,الخريف,رز,400,غرام,إلزامي,
64,محشي لفت,4,طويل,متوسط,الخريف,معجون بندورة,30,غرام,إلزامي,
64,محشي لفت,4,طويل,متوسط,الخريف,ثوم,40,غرام,اختياري,
65,سبانخ بلحمة,4,قليل,متوسط,الشتاء,سبانخ,500,غرام,إلزامي,
65,سبانخ بلحمة,4,قليل,متوسط,الشتاء,لحم مفروم,250,غرام,إلزامي,لحم مفروم
65,سبانخ بلحمة,4,قليل,متوسط,الشتاء,ثوم,20,غرام,اختياري,
65,سبانخ بلحمة,4,قليل,متوسط,الشتاء,كزبرة خضرا,8,غرام,اختياري,
65,سبانخ بلحمة,4,قليل,متوسط,الشتاء,رز,400,غرام,اختياري,
65,سبانخ بلحمة,4,قليل,متوسط,الشتاء,شعيرية,50,غرام,اختياري,
66,برغل بفول,4,قليل,مبتدئ,الربيع,برغل,600,غرام,إلزامي,
66,برغل بفول,4,قليل,مبتدئ,الربيع,فول أخضر,500,غرام,إلزامي,
66,برغل بفول,4,قليل,مبتدئ,الربيع,لحم مفروم,200,غرام,اختياري,
67,جظ مظ,4,قليل,مبتدئ,مدار السنة,بيض,6,حبة,إلزامي,
67,جظ مظ,4,قليل,مبتدئ,مدار السنة,بندورة,200,غرام,إلزامي,
67,جظ مظ,4,قليل,مبتدئ,مدار السنة,بصل,150,غرام,اختياري,
67,جظ مظ,4,قليل,مبتدئ,مدار السنة,ثوم,10,غرام,اختياري,
67,جظ مظ,4,قليل,مبتدئ,مدار السنة,فليفلة ملونة,300,غرام,اختياري,
68,برغل ببزاليا,4,قليل,مبتدئ,الربيع,برغل,600,غرام,إلزامي,
68,برغل ببزاليا,4,قليل,مبتدئ,الربيع,بزاليا,500,غرام,إلزامي,
68,برغل ببزاليا,4,قليل,مبتدئ,الربيع,لحم مفروم,200,غرام,اختياري,
69,يقطين بلبن,4,طويل,محترف,الصيف,يقطين,1000,غرام,إلزامي,
69,يقطين بلبن,4,طويل,محترف,الصيف,لبن,1500,غرام,إلزامي,
69,يقطين بلبن,4,طويل,محترف,الصيف,لحم مفروم,500,غرام,إلزامي,
69,يقطين بلبن,4,طويل,محترف,الصيف,زيت نباتي,1000,غرام,إلزامي,
69,يقطين بلبن,4,طويل,محترف,الصيف,رز,400,غرام,إلزامي,
69,يقطين بلبن,4,طويل,محترف,الصيف,شعيرية,50,غرام,إلزامي,
69,يقطين بلبن,4,طويل,محترف,الصيف,نشاء الذرة,24,غرام,إلزامي,
69,يقطين بلبن,4,طويل,محترف,الصيف,بصل,450,غرام,اختياري,
70,كبة مقلية,4,طويل,محترف,مدار السنة,برغل ناعم,1000,غرام,إلزامي,
70,كبة مقلية,4,طويل,محترف,مدار السنة,لحم ناعم,1350,غرام,إلزامي,بطاطا
70,كبة مقلية,4,طويل,محترف,مدار السنة,بصل,900,غرام,إلزامي,
70,كبة مقلية,4,طويل,محترف,مدار السنة,زيت نباتي,1000,غرام,إلزامي,
70,كبة مقلية,4,طويل,محترف,مدار السنة,مكسرات,50,غرام,اختياري,
70,كبة مقلية,4,طويل,محترف,مدار السنة,بهارات,16,غرام,إلزامي,
71,عجة,4,متوسط,متوسط,مدار السنة,بيض,4,حبة,إلزامي,
71,عجة,4,متوسط,متوسط,مدار السنة,طحين,125,غرام,إلزامي,
71,عجة,4,متوسط,متوسط,مدار السنة,بصل,200,غرام,اختياري,
71,عجة,4,متوسط,متوسط,مدار السنة,بطاطا,200,غرام,اختياري,
71,عجة,4,متوسط,متوسط,مدار السنة,بقدونس,50,غرام,إلزامي,
71,عجة,4,متوسط,متوسط,مدار السنة,زيت نباتي,1000,غرام,إلزامي,
71,عجة,4,متوسط,متوسط,مدار السنة,كوسا,150,غرام,اختياري,
72,ستي زبقي,4,قليل,مبتدئ,مدار السنة,عدس أسود,200,غرام,إلزامي,
72,ستي زبقي,4,قليل,مبتدئ,مدار السنة,معكرونة,200,غرام,إلزامي,
72,ستي زبقي,4,قليل,مبتدئ,مدار السنة,لحم مفروم,100,غرام,إلزامي,
72,ستي زبقي,4,قليل,مبتدئ,مدار السنة,كزبرة خضرا,50,غرام,اختياري,
72,ستي زبقي,4,قليل,مبتدئ,مدار السنة,ثوم,40,غرام,اختياري,
73,دجاج مشوي,4,طويل,محترف,مدار السنة,دجاج,1000,غرام,إلزامي,
73,دجاج مشوي,4,طويل,محترف,مدار السنة,بهارات,24,غرام,إلزامي,
73,دجاج مشوي,4,طويل,محترف,مدار السنة,ليمون,100,غرام,إلزامي,
73,دجاج مشوي,4,طويل,محترف,مدار السنة,معجون بندورة,15,غرام,إلزامي,
73,دجاج مشوي,4,طويل,محترف,مدار السنة,معجون فليفلة,15,غرام,إلزامي,
74,كبة مشوية,4,طويل,محترف,مدار السنة,برغل ناعم,1000,غرام,إلزامي,
74,كبة مشوية,4,طويل,محترف,مدار السنة,لحم ناعم,500,غرام,إلزامي,بطاطا
74,كبة مشوية,4,طويل,محترف,مدار السنة,شحمة,250,غرام,إلزامي,
74,كبة مشوية,4,طويل,محترف,مدار السنة,دهنة,250,غرام,إلزامي,
74,كبة مشوية,4,طويل,محترف,مدار السنة,معجون فليفلة,15,غرام,إلزامي,
74,كبة مشوية,4,طويل,محترف,مدار السنة,دبس رمان,40,غرام,إلزامي,
74,كبة مشوية,4,طويل,محترف,مدار السنة,رمان,500,غرام,اختياري,
74,كبة مشوية,4,طويل,محترف,مدار السنة,بهارات,8,غرام,إلزامي,
74,كبة مشوية,4,طويل,محترف,مدار السنة,مكسرات,50,غرام,اختياري,
75,بروستد,4,طويل,محترف,مدار السنة,دجاج,1000,غرام,إلزامي,
75,بروستد,4,طويل,محترف,مدار السنة,ليمون,100,غرام,إلزامي,
75,بروستد,4,طويل,محترف,مدار السنة,برتقال,150,غرام,اختياري,
75,بروستد,4,طويل,محترف,مدار السنة,بهارات,32,غرام,إلزامي,
75,بروستد,4,طويل,محترف,مدار السنة,طحين,125,غرام,إلزامي,
75,بروستد,4,طويل,محترف,مدار السنة,بيض,1,حبة,إلزامي,
75,بروستد,4,طويل,محترف,مدار السنة,فانيليا,50,غرام,إلزامي,
75,بروستد,4,طويل,محترف,مدار السنة,زيت نباتي,1000,غرام,إلزامي,
76,شوربة عدس,4,قليل,مبتدئ,مدار السنة,عدس أحمر,400,غرام,إلزامي,
76,شوربة عدس,4,قليل,مبتدئ,مدار السنة,بصل,450,غرام,إلزامي,
76,شوربة عدس,4,قليل,مبتدئ,مدار السنة,بهارات,16,غرام,إلزامي,
76,شوربة عدس,4,قليل,مبتدئ,مدار السنة,جزر,200,غرام,اختياري,
76,شوربة عدس,4,قليل,مبتدئ,مدار السنة,بطاطا,400,غرام,اختياري,
77,كريسبي,4,طويل,متوسط,مدار السنة,شرحات دجاج,1000,غرام,إلزامي,
77,كريسبي,4,طويل,متوسط,مدار السنة,بهارات,32,غرام,إلزامي,
77,كريسبي,4,طويل,متوسط,مدار السنة,زيت نباتي,1000,غرام,إلزامي,
77,كريسبي,4,طويل,متوسط,مدار السنة,طحين,125,غرام,إلزامي,
77,كريسبي,4,طويل,متوسط,مدار السنة,بيض,1,حبة,إلزامي,
77,كريسبي,4,طويل,متوسط,مدار السنة,ليمون,100,غرام,إلزامي,
78,فرانشيسكو,4,طويل,متوسط,مدار السنة,شرحات دجاج,1000,غرام,إلزامي,
78,فرانشيسكو,4,طويل,متوسط,مدار السنة,جبنة قشقوان,200,غرام,اختياري,
78,فرانشيسكو,4,طويل,متوسط,مدار السنة,فطر,300,غرام,إلزامي,
78,فرانشيسكو,4,طويل,متوسط,مدار السنة,ذرة,300,غرام,إلزامي,
78,فرانشيسكو,4,طويل,متوسط,مدار السنة,مايونيز,300,غرام,إلزامي,
78,فرانشيسكو,4,طويل,متوسط,مدار السنة,بهارات,24,غرام,إلزامي,
78,فرانشيسكو,4,طويل,متوسط,مدار السنة,خس,100,غرام,اختياري,
79,زنجر,4,طويل,متوسط,مدار السنة,شرحات دجاج,1000,غرام,إلزامي,
79,زنجر,4,طويل,متوسط,مدار السنة,بهارات,32,غرام,إلزامي,
79,زنجر,4,طويل,متوسط,مدار السنة,صلصة حارة,200,غرام,إلزامي,
79,زنجر,4,طويل,متوسط,مدار السنة,زيت نباتي,1000,غرام,إلزامي,
79,زنجر,4,طويل,متوسط,مدار السنة,طحين,125,غرام,إلزامي,
79,زنجر,4,طويل,متوسط,مدار السنة,خس,100,غرام,اختياري,
80,منزلة زهرة,4,متوسط,متوسط,الشتاء,زهرة,1000,غرام,إلزامي,
80,منزلة زهرة,4,متوسط,متوسط,الشتاء,كزبرة خضرا,50,غرام,اختياري,
80,منزلة زهرة,4,متوسط,متوسط,الشتاء,ثوم,40,غرام,اختياري,
80,منزلة زهرة,4,متوسط,متوسط,الشتاء,زيت نباتي,1000,غرام,إلزامي,
80,منزلة زهرة,4,متوسط,متوسط,الشتاء,لحم مفروم,200,غرام,اختياري,
81,براصيا,4,قليل,مبتدئ,الشتاء,براصيا,500,غرام,إلزامي,
81,براصيا,4,قليل,مبتدئ,الشتاء,ثوم,40,غرام,إلزامي,
81,براصيا,4,قليل,مبتدئ,الشتاء,زيت زيتون,100,غرام,إلزامي,
82,شلباطو,4,قليل,مبتدئ,الشتاء,رز,400,غرام,إلزامي,
82,شلباطو,4,قليل,مبتدئ,الشتاء,كروم,500,غرام,إلزامي,
82,شلباطو,4,قليل,مبتدئ,الشتاء,لحم مفروم,200,غرام,إلزامي,
83,خلطبيطة,4,قليل,مبتدئ,الصيف,بيتنجان,500,غرام,إلزامي,
83,خلطبيطة,4,قليل,مبتدئ,الصيف,كوسا,450,غرام,اختياري,
83,خلطبيطة,4,قليل,مبتدئ,الصيف,بطاطا,600,غرام,إلزامي,
83,خلطبيطة,4,قليل,مبتدئ,الصيف,بندورة,400,غرام,إلزامي,
83,خلطبيطة,4,قليل,مبتدئ,الصيف,بصل,450,غرام,اختياري,
83,خلطبيطة,4,قليل,مبتدئ,الصيف,فليفلة خضرا,450,غرام,اختياري,
83,خلطبيطة,4,قليل,مبتدئ,الصيف,كزبرة يابسة,16,غرام,اختياري,
83,خلطبيطة,4,قليل,مبتدئ,الصيف,زيت زيتون,100,غرام,إلزامي,
84,ابوبسطي,4,متوسط,متوسط,الصيف,يقطين,1000,غرام,إلزامي,
84,ابوبسطي,4,متوسط,متوسط,الصيف,لحم مفروم,400,غرام,اختياري,
84,ابوبسطي,4,متوسط,متوسط,الصيف,معجون بندورة,30,غرام,إلزامي,
84,ابوبسطي,4,متوسط,متوسط,الصيف,دبس رمان,40,غرام,إلزامي,
84,ابوبسطي,4,متوسط,متوسط,الصيف,برغل,400,غرام,إلزامي,
84,ابوبسطي,4,متوسط,متوسط,الصيف,شعيرية,50,غرام,إلزامي,
85,فتة دجاج,4,متوسط,متوسط,مدار السنة,شرحات دجاج,500,غرام,إلزامي,
85,فتة دجاج,4,متوسط,متوسط,مدار السنة,لبن,1000,غرام,إلزامي,
85,فتة دجاج,4,متوسط,متوسط,مدار السنة,طحينة,250,غرام,إلزامي,
85,فتة دجاج,4,متوسط,متوسط,مدار السنة,ليمون,100,غرام,اختياري,
85,فتة دجاج,4,متوسط,متوسط,مدار السنة,ثوم,20,غرام,اختياري,
85,فتة دجاج,4,متوسط,متوسط,مدار السنة,خبز,200,غرام,إلزامي,
86,الكمأة,4,متوسط,متوسط,الربيع,كمأة,1000,غرام,إلزامي,
86,الكمأة,4,متوسط,متوسط,الربيع,لحم مفروم,500,غرام,إلزامي,
86,الكمأة,4,متوسط,متوسط,الربيع,بصل,150,غرام,إلزامي,
86,الكمأة,4,متوسط,متوسط,الربيع,رز,400,غرام,إلزامي,
86,الكمأة,4,متوسط,متوسط,الربيع,شعيرية,50,غرام,إلزامي,
87,فطاير سبانخ,4,طويل,محترف,الشتاء,سبانخ,500,غرام,إلزامي,
87,فطاير سبانخ,4,طويل,محترف,الشتاء,بصل,300,غرام,اختياري,
87,فطاير سبانخ,4,طويل,محترف,الشتاء,دبس رمان,40,غرام,إلزامي,ليمون
87,فطاير سبانخ,4,طويل,محترف,الشتاء,بهارات,8,غرام,اختياري,
87,فطاير سبانخ,4,طويل,محترف,الشتاء,طحين,500,غرام,إلزامي,عجينة
87,فطاير سبانخ,4,طويل,محترف,الشتاء,بيض,1,حبة,اختياري,
87,فطاير سبانخ,4,طويل,محترف,الشتاء,مكسرات,50,غرام,اختياري,
88,فاهيتا,4,قليل,متوسط,مدار السنة,شرحات دجاج,500,غرام,إلزامي,
88,فاهيتا,4,قليل,متوسط,مدار السنة,فليفلة ملونة,300,غرام,إلزامي,
88,فاهيتا,4,قليل,متوسط,مدار السنة,بصل,150,غرام,اختياري,
88,فاهيتا,4,قليل,متوسط,مدار السنة,ثوم,10,غرام,اختياري,
88,فاهيتا,4,قليل,متوسط,مدار السنة,جزر,400,غرام,اختياري,
88,فاهيتا,4,قليل,متوسط,مدار السنة,فطر,100,غرام,اختياري,
88,فاهيتا,4,قليل,متوسط,مدار السنة,بهارات,32,غرام,إلزامي,
88,فاهيتا,4,قليل,متوسط,مدار السنة,جبنة قشقوان,100,غرام,اختياري,
88,فاهيتا,4,قليل,متوسط,مدار السنة,خبز سمون,400,غرام,اختياري,
89,شاورما,4,قليل,مبتدئ,مدار السنة,شرحات دجاج,1000,غرام,إلزامي,
89,شاورما,4,قليل,مبتدئ,مدار السنة,ثوم,20,غرام,إلزامي,
89,شاورما,4,قليل,مبتدئ,مدار السنة,خل,10,غرام,إلزامي,ليمون
89,شاورما,4,قليل,مبتدئ,مدار السنة,معجون فليفلة,15,غرام,اختياري,
89,شاورما,4,قليل,مبتدئ,مدار السنة,بهارات,32,غرام,إلزامي,
89,شاورما,4,قليل,مبتدئ,مدار السنة,مايونيز,100,غرام,إلزامي,
89,شاورما,4,قليل,مبتدئ,مدار السنة,مخلل خيار,250,غرام,اختياري,
90,سجق,4,قليل,مبتدئ,مدار السنة,لحم ناعم,1000,غرام,إلزامي,دجاج
90,سجق,4,قليل,مبتدئ,مدار السنة,ثوم,20,غرام,إلزامي,
90,سجق,4,قليل,مبتدئ,مدار السنة,خل,40,غرام,إلزامي,
90,سجق,4,قليل,مبتدئ,مدار السنة,بهارات,32,غرام,إلزامي,
90,سجق,4,قليل,مبتدئ,مدار السنة,معجون فليفلة,15,غرام,إلزامي,
90,سجق,4,قليل,مبتدئ,مدار السنة,مايونيز,100,غرام,إلزامي,
90,سجق,4,قليل,مبتدئ,مدار السنة,مخلل خيار,250,غرام,اختياري,
90,سجق,4,قليل,مبتدئ,مدار السنة,خبز سمون,400,غرام,اختياري,
91,سمك مقلي,4,قليل,مبتدئ,مدار السنة,سمك,1000,غرام,إلزامي,
91,سمك مقلي,4,قليل,مبتدئ,مدار السنة,ثوم,20,غرام,اختياري,
91,سمك مقلي,4,قليل,مبتدئ,مدار السنة,بهارات,16,غرام,إلزامي,
91,سمك مقلي,4,قليل,مبتدئ,مدار السنة,طحين,125,غرام,إلزامي,
91,سمك مقلي,4,قليل,مبتدئ,مدار السنة,زيت نباتي,1000,غرام,إلزامي,
92,سمكة حرة,4,متوسط,متوسط,مدار السنة,سمك,1000,غرام,إلزامي,
92,سمكة حرة,4,متوسط,متوسط,مدار السنة,ثوم,20,غرام,إلزامي,
92,سمكة حرة,4,متوسط,متوسط,مدار السنة,معجون فليفلة,30,غرام,إلزامي,
92,سمكة حرة,4,متوسط,متوسط,مدار السنة,بندورة,200,غرام,اختياري,
92,سمكة حرة,4,متوسط,متوسط,مدار السنة,فليفلة خضرا,150,غرام,اختياري,
92,سمكة حرة,4,متوسط,متوسط,مدار السنة,بصل,150,غرام,اختياري,
92,سمكة حرة,4,متوسط,متوسط,مدار السنة,كزبرة خضرا,50,غرام,اختياري,
92,سمكة حرة,4,متوسط,متوسط,مدار السنة,بطاطا,600,غرام,اختياري,
93,صيادية,4,متوسط,متوسط,مدار السنة,سمك,750,غرام,إلزامي,
93,صيادية,4,متوسط,متوسط,مدار السنة,رز,300,غرام,إلزامي,
93,صيادية,4,متوسط,متوسط,مدار السنة,بهارات,8,غرام,إلزامي,
93,صيادية,4,متوسط,متوسط,مدار السنة,بصل,600,غرام,إلزامي,
93,صيادية,4,متوسط,متوسط,مدار السنة,زيت زيتون,100,غرام,إلزامي,
93,صيادية,4,متوسط,متوسط,مدار السنة,مكسرات,50,غرام,اختياري,
94,مقلوبة,4,متوسط,متوسط,الصيف,بيتنجان,1000,غرام,إلزامي,
94,مقلوبة,4,متوسط,متوسط,الصيف,لحم مفروم,250,غرام,إلزامي,
94,مقلوبة,4,متوسط,متوسط,الصيف,زيت نباتي,400,غرام,إلزامي,
94,مقلوبة,4,متوسط,متوسط,الصيف,رز,300,غرام,إلزامي,
94,مقلوبة,4,متوسط,متوسط,الصيف,مكسرات,50,غرام,اختياري,
95,معكرونة ببشاميل,4,طويل,متوسط,مدار السنة,معكرونة,500,غرام,إلزامي,
95,معكرونة ببشاميل,4,طويل,متوسط,مدار السنة,شرحات دجاج,200,غرام,اختياري,
95,معكرونة ببشاميل,4,طويل,متوسط,مدار السنة,بصل,300,غرام,إلزامي,
95,معكرونة ببشاميل,4,طويل,متوسط,مدار السنة,معجون بندورة,30,غرام,اختياري,
95,معكرونة ببشاميل,4,طويل,متوسط,مدار السنة,حليب,750,غرام,إلزامي,
95,معكرونة ببشاميل,4,طويل,متوسط,مدار السنة,طحين,30,غرام,إلزامي,
96,معكرونة بلبن,4,قليل,مبتدئ,مدار السنة,معكرونة,500,غرام,إلزامي,
96,معكرونة بلبن,4,قليل,مبتدئ,مدار السنة,لبن,500,غرام,إلزامي,
96,معكرونة بلبن,4,قليل,مبتدئ,مدار السنة,ثوم,10,غرام,اختياري,
97,معكرونة حمرا,4,قليل,مبتدئ,مدار السنة,معكرونة,500,غرام,إلزامي,
97,معكرونة حمرا,4,قليل,مبتدئ,مدار السنة,بصل,300,غرام,اختياري,
97,معكرونة حمرا,4,قليل,مبتدئ,مدار السنة,معجون بندورة,30,غرام,إلزامي,
97,معكرونة حمرا,4,قليل,مبتدئ,مدار السنة,لحم مفروم,200,غرام,اختياري,
98,حراق اصبعو,4,متوسط,متوسط,مدار السنة,عدس أسود,300,غرام,إلزامي,
98,حراق اصبعو,4,متوسط,متوسط,مدار السنة,معكرونة,500,غرام,إلزامي,
98,حراق اصبعو,4,متوسط,متوسط,مدار السنة,بصل,600,غرام,إلزامي,
98,حراق اصبعو,4,متوسط,متوسط,مدار السنة,رمان,500,غرام,اختياري,
98,حراق اصبعو,4,متوسط,متوسط,مدار السنة,كزبرة خضرا,100,غرام,إلزامي,
98,حراق اصبعو,4,متوسط,متوسط,مدار السنة,ثوم,40,غرام,إلزامي,
98,حراق اصبعو,4,متوسط,متوسط,مدار السنة,زيت زيتون,100,غرام,إلزامي,
98,حراق اصبعو,4,متوسط,متوسط,مدار السنة,دبس رمان,150,غرام,إلزامي,تمر هندي
99,بيتزا,4,متوسط,متوسط,مدار السنة,طحين,500,غرام,إلزامي,عجينة
99,بيتزا,4,متوسط,متوسط,مدار السنة,بصل,150,غرام,إلزامي,
99,بيتزا,4,متوسط,متوسط,مدار السنة,بندورة,400,غرام,إلزامي,معجون بندورة
99,بيتزا,4,متوسط,متوسط,مدار السنة,فليفلة خضرا,150,غرام,اختياري,
99,بيتزا,4,متوسط,متوسط,مدار السنة,فطر,100,غرام,اختياري,
99,بيتزا,4,متوسط,متوسط,مدار السنة,جبنة قشقوان,200,غرام,إلزامي,
99,بيتزا,4,متوسط,متوسط,مدار السنة,زيتون,100,غرام,اختياري,
100,برغر,4,قليل,مبتدئ,مدار السنة,لحم ناعم,500,غرام,إلزامي,دجاج
100,برغر,4,قليل,مبتدئ,مدار السنة,بهارات,32,غرام,إلزامي,
100,برغر,4,قليل,مبتدئ,مدار السنة,بندورة,200,غرام,اختياري,
100,برغر,4,قليل,مبتدئ,مدار السنة,فليفلة خضرا,150,غرام,اختياري,
100,برغر,4,قليل,مبتدئ,مدار السنة,بصل,150,غرام,اختياري,
100,برغر,4,قليل,مبتدئ,مدار السنة,مخلل خيار,250,غرام,اختياري,
100,برغر,4,قليل,مبتدئ,مدار السنة,خس,200,غرام,اختياري,
100,برغر,4,قليل,مبتدئ,مدار السنة,جبنة قشقوان,200,غرام,اختياري,
100,برغر,4,قليل,مبتدئ,مدار السنة,مايونيز,100,غرام,إلزامي,
100,برغر,4,قليل,مبتدئ,مدار السنة,خبز سمون,400,غرام,إلزامي,
101,برياني,4,طويل,متوسط,مدار السنة,شرحات دجاج,500,غرام,إلزامي,
101,برياني,4,طويل,متوسط,مدار السنة,رز طويل الحبة,400,غرام,إلزامي,
101,برياني,4,طويل,متوسط,مدار السنة,لبن,200,غرام,إلزامي,
101,برياني,4,طويل,متوسط,مدار السنة,بصل,450,غرام,إلزامي,
101,برياني,4,طويل,متوسط,مدار السنة,بهارات,16,غرام,إلزامي,
101,برياني,4,طويل,متوسط,مدار السنة,مكسرات,50,غرام,اختياري,
102,أنغينار بزيت,4,قليل,مبتدئ,الربيع,أنغينار,2000,غرام,إلزامي,
102,أنغينار بزيت,4,قليل,مبتدئ,الربيع,بندورة,200,غرام,إلزامي,
102,أنغينار بزيت,4,قليل,مبتدئ,الربيع,بصل,150,غرام,إلزامي,
102,أنغينار بزيت,4,قليل,مبتدئ,الربيع,ثوم,20,غرام,إلزامي,
102,أنغينار بزيت,4,قليل,مبتدئ,الربيع,ليمون,50,غرام,إلزامي,حصرم
103,دجاج بالكاري,4,متوسط,متوسط,الربيع,شرحات دجاج,300,غرام,إلزامي,
103,دجاج بالكاري,4,متوسط,متوسط,الربيع,جزر,500,غرام,إلزامي,
103,دجاج بالكاري,4,متوسط,متوسط,الربيع,بزاليا,250,غرام,إلزامي,
103,دجاج بالكاري,4,متوسط,متوسط,الربيع,معجون بندورة,30,غرام,إلزامي,
103,دجاج بالكاري,4,متوسط,متوسط,الربيع,بهارات,16,غرام,إلزامي,
103,دجاج بالكاري,4,متوسط,متوسط,الربيع,بصل,150,غرام,إلزامي,
103,دجاج بالكاري,4,متوسط,متوسط,الربيع,ثوم,10,غرام,إلزامي,
103,دجاج بالكاري,4,متوسط,متوسط,الربيع,رز,400,غرام,إلزامي,
103,دجاج بالكاري,4,متوسط,متوسط,الربيع,شعيرية,50,غرام,اختياري,
104,مسقعة,4,قليل,متوسط,الصيف,بيتنجان,500,غرام,إلزامي,
104,مسقعة,4,قليل,متوسط,الصيف,بندورة,300,غرام,إلزامي,
104,مسقعة,4,قليل,متوسط,الصيف,فليفلة خضرا,150,غرام,اختياري,
104,مسقعة,4,قليل,متوسط,الصيف,ثوم,20,غرام,إلزامي,
104,مسقعة,4,قليل,متوسط,الصيف,معجون بندورة,15,غرام,إلزامي,
104,مسقعة,4,قليل,متوسط,الصيف,زيت نباتي,400,غرام,إلزامي,
105,فطر,4,قليل,مبتدئ,الشتاء,لحم مفروم,200,غرام,إلزامي,
105,فطر,4,قليل,مبتدئ,الشتاء,فطر,1000,غرام,إلزامي,
105,فطر,4,قليل,مبتدئ,الشتاء,بصل,300,غرام,إلزامي,
105,فطر,4,قليل,مبتدئ,الشتاء,رز,400,غرام,إلزامي,
105,فطر,4,قليل,مبتدئ,الشتاء,شعيرية,50,غرام,اختياري,
106,شرحات بالخل,4,قليل,متوسط,مدار السنة,شرحات دجاج,500,غرام,إلزامي,شرحات لحم
106,شرحات بالخل,4,قليل,متوسط,مدار السنة,خل,100,غرام,إلزامي,
106,شرحات بالخل,4,قليل,متوسط,مدار السنة,ثوم,40,غرام,إلزامي,
106,شرحات بالخل,4,قليل,متوسط,مدار السنة,جزر,500,غرام,إلزامي,
106,شرحات بالخل,4,قليل,متوسط,مدار السنة,بطاطا,600,غرام,إلزامي,
106,شرحات بالخل,4,قليل,متوسط,مدار السنة,بروكلي,500,غرام,اختياري,كوسا
107,أنغينار بلحمة,4,متوسط,متوسط,الصيف,أنغينار,1000,غرام,إلزامي,
107,أنغينار بلحمة,4,متوسط,متوسط,الصيف,زيت نباتي,250,غرام,إلزامي,
107,أنغينار بلحمة,4,متوسط,متوسط,الصيف,لحم ناعم,500,غرام,إلزامي,
107,أنغينار بلحمة,4,متوسط,متوسط,الصيف,بصل,150,غرام,إلزامي,
107,أنغينار بلحمة,4,متوسط,متوسط,الصيف,بزاليا,200,غرام,اختياري,
107,أنغينار بلحمة,4,متوسط,متوسط,الصيف,رز,400,غرام,إلزامي,
107,أنغينار بلحمة,4,متوسط,متوسط,الصيف,بهارات,16,غرام,إلزامي,
108,أنغينار بدجاج,4,متوسط,متوسط,الصيف,أنغينار,1000,غرام,إلزامي,
